target_hook,loglog_residual_slope,rank_corr_orthogonal_residual_vs_nll,rank_corr_orthogonal_residual_vs_fluency,mean_orthogonal_fraction,mechanistic_score
blocks.7.hook_resid_post,1.9848642303794901,0.8909090909090911,-0.8909090909090911,0.9404381051578645,2.5118779961083916
blocks.8.hook_resid_post,1.7840596957642328,0.8909090909090911,-0.8909090909090911,0.9177717068997504,2.439283403970472
blocks.9.hook_resid_post,1.7683436625789134,0.8909090909090911,-0.8909090909090911,0.9206582269118208,2.434756262495037
blocks.11.hook_resid_post,1.7612495304320187,0.8909090909090911,-0.8909090909090911,0.920560324317023,2.432365375127715
blocks.10.hook_resid_post,1.755932790463192,0.8909090909090911,-0.8909090909090911,0.9194686595821581,2.430326945024658
